,X,Y,E,DX,q_range,y_range_fit,y_fit
0,0.000352561,0.0,0.0,0.0,0.01,7.19308659438,0.163339477069
1,0.000580671,0.0,0.0,0.0,0.0101507537688,7.16313013137,0.163339477069
2,0.000808781,0.0,0.0,0.0,0.0103015075377,6.5170632849,0.163339477069
3,0.00103689,0.0,0.0,0.0,0.0104522613065,6.13487436672,0.163339477069
4,0.001265,0.0,0.0,0.0,0.0106030150754,6.18643532804,0.163339477069
5,0.00149311,0.0,0.0,0.0,0.0107537688442,5.61944565972,0.163339477069
6,0.00172122,0.0,0.0,0.0001422,0.0109045226131,5.06613540208,0.163339477069
7,0.00194933,15.6033,3.8239,0.000285277,0.0110552763819,4.63661603849,23.5682894771
8,0.00217744,18.5163,1.99372,0.00028665,0.0112060301508,4.25232156268,27.9377894771
9,0.00240555,22.7922,1.18842,0.000286905,0.0113567839196,3.96886614813,34.3516394771
10,0.00263366,23.7987,1.01799,0.000286785,0.0115075376884,3.8500831446,35.8613894771
11,0.00286177,25.4021,1.02802,0.000286946,0.0116582914573,3.51797198057,38.2664894771
12,0.00308988,27.4261,0.967947,0.000287034,0.0118090452261,3.09469213161,41.3024894771
13,0.00331799,32.9638,0.984473,0.00028704,0.011959798995,2.56597665594,49.6090394771
14,0.0035461,38.664,1.11651,0.000287125,0.0121105527638,2.29387164029,58.1593394771
15,0.00377421,50.2099,1.08297,0.000287413,0.0122613065327,2.08445399083,75.4781894771
16,0.00400232,64.4836,1.21002,0.000287231,0.0124120603015,1.89315003571,96.8887394771
17,0.00423043,85.3564,1.40452,0.000287154,0.0125628140704,1.6696225152,128.197939477
18,0.00445854,111.168,1.44641,0.00028755,0.0127135678392,1.49379793692,166.915339477
19,0.00468665,132.949,1.65276,0.000287457,0.012864321608,1.45754961949,199.586839477
20,0.00491476,162.808,1.74816,0.000287342,0.0130150753769,1.30219693141,244.375339477
21,0.00514287,176.275,1.69845,0.000287468,0.0131658291457,1.1752171285,264.575839477
22,0.00537098,175.576,1.78848,0.000287429,0.0133165829146,1.22917124806,263.527339477
23,0.00559909,175.514,1.66579,0.000287582,0.0134673366834,1.20279534105,263.434339477
24,0.0058272,159.04,1.53877,0.000287754,0.0136180904523,1.17322181114,238.723339477
25,0.00605531,126.381,1.40493,0.00028773,0.0137688442211,1.22273273121,189.734839477
26,0.00628342,101.733,1.157,0.000287933,0.0139195979899,1.2680211446,152.762839477
27,0.00651153,73.7572,1.0068,0.000287945,0.0140703517588,1.27908865941,110.799139477
28,0.00673964,50.3633,0.832513,0.000287908,0.0142211055276,1.16508450889,75.7082894771
29,0.00696775,32.8155,0.631697,0.00028809,0.0143718592965,1.15834485734,49.3865894771
30,0.00719586,20.47,0.513456,0.000288118,0.0145226130653,1.20040053138,30.8683394771
31,0.00742397,13.3953,0.418695,0.000288148,0.0146733668342,1.24883769748,20.2562894771
