,X,Y,E,DX,q_range,y_range_fit,y_fit
0,0.000392969,0.0,0.0,0.0,0.01,7.93691056254,0.0
1,0.000648268,0.0,0.0,0.0,0.0101507537688,7.61292937695,0.0
2,0.000903567,0.0,0.0,0.0,0.0103015075377,7.4095505557,0.0
3,0.00115887,0.0,0.0,0.0,0.0104522613065,7.19440569516,0.0
4,0.00141416,0.0,0.0,0.0,0.0106030150754,6.9737489449,0.0
5,0.00166946,0.0,0.0,0.0,0.0107537688442,6.49223642706,0.0
6,0.00192476,0.0,0.0,0.000157686,0.0109045226131,6.01066928745,0.0
7,0.00218006,48.6763,12.1375,0.000317614,0.0110552763819,5.53690209662,48.6763
8,0.00243536,46.4434,2.96822,0.000319839,0.0112060301508,5.17575682462,46.4434
9,0.00269066,45.7612,1.57732,0.000319959,0.0113567839196,4.88953133761,45.7612
10,0.00294596,50.745,1.29063,0.000320239,0.0115075376884,4.23888089724,50.745
11,0.00320126,61.9925,1.48518,0.000320313,0.0116582914573,3.62649342462,61.9925
12,0.00345656,72.7263,1.48059,0.000320393,0.0118090452261,3.29260896118,72.7263
13,0.00371186,90.8829,1.52123,0.00032035,0.011959798995,2.96251393603,90.8829
14,0.00396715,125.741,1.892,0.000320333,0.0121105527638,2.6359162,125.741
15,0.00422245,164.463,1.89668,0.000320641,0.0122613065327,2.24657592666,164.463
16,0.00447775,208.94,2.13993,0.000320528,0.0124120603015,1.8789879846,208.94
17,0.00473305,254.563,2.33966,0.000320462,0.0125628140704,1.73889267845,254.563
18,0.00498835,284.879,2.26843,0.000320728,0.0127135678392,1.56616182424,284.879
19,0.00524365,302.384,2.51577,0.000320677,0.012864321608,1.35182338705,302.384
20,0.00549895,298.489,2.26451,0.0003207,0.0130150753769,1.3341516488,298.489
21,0.00575425,278.742,2.12235,0.000320862,0.0131658291457,1.37881519641,278.742
22,0.00600955,237.163,2.03945,0.000320837,0.0133165829146,1.3406986442,237.163
23,0.00626485,186.908,1.64444,0.000321021,0.0134673366834,1.24544085445,186.908
24,0.00652014,138.158,1.40458,0.000321157,0.0136180904523,1.0482037878,138.158
25,0.00677544,92.0187,1.16979,0.000321123,0.0137688442211,1.10590628812,92.0187
26,0.00703074,58.1426,0.861787,0.000321392,0.0139195979899,1.29168181676,58.1426
27,0.00728604,38.4164,0.712812,0.000321375,0.0140703517588,1.24145964653,38.4164
28,0.00754134,23.7679,0.556902,0.000321311,0.0142211055276,1.2558423788,23.7679
29,0.00779664,16.2633,0.430778,0.000321653,0.0143718592965,1.45499914972,16.2633
30,0.00805194,11.7718,0.37884,0.000321618,0.0145226130653,1.56223189441,11.7718
31,0.00830724,9.51452,0.341242,0.00032161,0.0146733668342,1.60429296356,9.51452
32,0.00856254,8.93725,0.323218,0.000321857,0.014824120603,1.6671621104,8.93725
33,0.00881784,8.79628,0.317987,0.000321934,0.0149748743719,1.69681216147,8.79628
34,0.00907313,7.5633,0.280512,0.000322243,0.0151256281407,1.58181886361,7.5633
35,0.00932843,8.41614,0.296639,0.00032229,0.0152763819095,1.56549066019,8.41614
36,0.00958373,8.44712,0.295131,0.000321991,0.0154271356784,1.64599895962,8.44712
37,0.00983903,8.35994,0.281251,0.000322283,0.0155778894472,1.59333007529,8.35994
38,0.0100943,7.68909,0.270974,0.000322455,0.0157286432161,1.52226217923,7.68909
39,0.0103496,7.34467,0.264368,0.000322527,0.0158793969849,1.54564584255,7.34467
40,0.0106049,6.97099,0.247282,0.000322922,0.0160301507538,1.56894934825,6.97099
41,0.0108602,6.14996,0.235384,0.000323032,0.0161809045226,1.59214405268,6.14996
42,0.0111155,5.34764,0.211971,0.00032302,0.0163316582915,1.53209222686,5.34764
43,0.0113708,4.86292,0.202175,0.00032335,0.0164824120603,1.44555026456,4.86292
44,0.0116261,3.69779,0.173575,0.000323617,0.0166331658291,1.46731596734,3.69779
45,0.0118814,3.13236,0.160851,0.000323539,0.016783919598,1.45018754021,3.13236
46,0.0121367,2.57927,0.150708,0.000323593,0.0169346733668,1.35880229435,2.57927
47,0.012392,1.89763,0.124469,0.000323714,0.0170854271357,1.25361338408,1.89763
48,0.0126473,1.66038,0.111987,0.000324006,0.0172361809045,1.1409997873,1.66038
49,0.0129026,1.2974,0.0990484,0.000324145,0.0173869346734,1.11687611176,1.2974
50,0.0131579,1.38082,0.101378,0.0003244,0.0175376884422,1.08178744126,1.38082
51,0.0134132,1.31627,0.0971596,0.000324844,0.0176884422111,1.00482153063,1.31627
52,0.0136685,0.982251,0.0842341,0.000324415,0.0178391959799,0.994228012263,0.982251
53,0.0139238,1.29686,0.0973271,0.00032444,0.0179899497487,1.03375053675,1.29686
54,0.0141791,1.20035,0.0948253,0.000325016,0.0181407035176,0.880716531671,1.20035
55,0.0144344,1.53762,0.106748,0.000324978,0.0182914572864,0.722658253709,1.53762
56,0.0146897,1.60885,0.108948,0.000324999,0.0184422110553,0.663670600992,1.60885
57,0.014945,1.7196,0.109225,0.000325394,0.0185929648241,0.668060309834,1.7196
58,0.0152003,1.52486,0.100164,0.00032578,0.018743718593,0.738597484544,1.52486
59,0.0154556,1.6612,0.102929,0.000325843,0.0188944723618,0.670711083915,1.6612
60,0.0157109,1.51951,0.0982767,0.000325736,0.0190452261307,0.572566504548,1.51951
61,0.0159662,1.55911,0.100973,0.000326233,0.0191959798995,0.520541987131,1.55911
62,0.0162215,1.59839,0.0984616,0.000326415,0.0193467336683,0.492396472468,1.59839
63,0.0164768,1.44474,0.0943007,0.000326371,0.0194974874372,0.498779149661,1.44474
64,0.0167321,1.4816,0.094417,0.000326807,0.019648241206,0.516507329999,1.4816
65,0.0169874,1.32684,0.0902981,0.000326961,0.0197989949749,0.538116958681,1.32684
66,0.0172427,1.13613,0.080969,0.000326946,0.0199497487437,0.531389431503,1.13613
67,0.017498,1.10205,0.0817232,0.000327591,0.0201005025126,0.500067900444,1.10205
68,0.0177533,0.971709,0.0745028,0.000328001,0.0202512562814,0.418442381545,0.971709
69,0.0180086,1.03864,0.0756093,0.000327867,0.0204020100503,0.415817205261,1.03864
70,0.0182639,0.733441,0.0637423,0.000328397,0.0205527638191,0.458625843044,0.733441
71,0.0185192,0.633546,0.0585161,0.000328698,0.0207035175879,0.485889140652,0.633546
72,0.0187745,0.753,0.064124,0.000328814,0.0208542713568,0.491893637669,0.753
73,0.0190298,0.57789,0.0559629,0.000329004,0.0210050251256,0.436336769899,0.57789
74,0.0192851,0.489787,0.0498947,0.000329419,0.0211557788945,0.418319036843,0.489787
75,0.0195404,0.500596,0.0515939,0.00032935,0.0213065326633,0.430472636805,0.500596
76,0.0197957,0.538264,0.0522365,0.000329551,0.0214572864322,0.45834803544,0.538264
77,0.020051,0.526871,0.0517203,0.000329783,0.021608040201,0.486356861891,0.526871
78,0.0203063,0.388639,0.044171,0.000329618,0.0217587939698,0.502398881625,0.388639
79,0.0205616,0.461135,0.0484832,0.000329805,0.0219095477387,0.51936947009,0.461135
80,0.0208169,0.505666,0.0505629,0.000330385,0.0220603015075,0.537370757373,0.505666
81,0.0210722,0.411581,0.0457836,0.000330947,0.0222110552764,0.521678301738,0.411581
82,0.0213275,0.432163,0.0459273,0.000330721,0.0223618090452,0.497957467303,0.432163
83,0.0215828,0.483671,0.0498688,0.000330894,0.0225125628141,0.489464355445,0.483671
84,0.0218381,0.510838,0.0489629,0.000331368,0.0226633165829,0.471225015542,0.510838
85,0.0220934,0.541323,0.0498308,0.000331522,0.0228140703518,0.437961754466,0.541323
86,0.0223487,0.498696,0.0483607,0.000331747,0.0229648241206,0.448727637043,0.498696
87,0.022604,0.484313,0.0460833,0.000332278,0.0231155778894,0.478017594866,0.484313
88,0.0228593,0.427982,0.0436058,0.000332683,0.0232663316583,0.454059968899,0.427982
89,0.0231146,0.478173,0.0484463,0.000333194,0.0234170854271,0.432439989944,0.478173
