x1	y1	e1	x2	y2	e2
54	1.72E+02	2.10E+00	53	1.17E+02	4.62E+00
54.1	1.73E+02	2.10E+00	53.1	1.22E+02	4.66E+00
54.1	1.72E+02	2.09E+00	53.2	1.23E+02	4.68E+00
54.2	1.77E+02	2.08E+00	53.2	1.16E+02	4.57E+00
54.3	1.70E+02	2.08E+00	53.3	1.25E+02	4.73E+00
54.3	1.72E+02	2.07E+00	53.4	1.31E+02	4.82E+00
54.4	1.72E+02	2.06E+00	53.4	1.28E+02	4.79E+00
54.5	1.74E+02	2.06E+00	53.5	1.13E+02	4.61E+00
54.5	1.74E+02	2.07E+00	53.6	1.18E+02	4.66E+00
54.6	1.72E+02	2.05E+00	53.6	1.22E+02	4.73E+00
54.7	1.75E+02	2.04E+00	53.7	1.27E+02	4.77E+00
54.7	1.77E+02	2.06E+00	53.8	1.20E+02	4.66E+00
54.8	1.73E+02	2.05E+00	53.8	1.19E+02	4.71E+00
54.9	1.77E+02	2.06E+00	53.9	1.22E+02	4.78E+00
54.9	1.75E+02	2.06E+00	54	1.25E+02	4.77E+00
55	1.75E+02	2.05E+00	54	1.20E+02	4.76E+00
55.1	1.70E+02	2.05E+00	54.1	1.19E+02	4.66E+00
55.1	1.73E+02	2.05E+00	54.2	1.25E+02	4.79E+00
55.2	1.70E+02	2.03E+00	54.2	1.23E+02	4.75E+00
55.3	1.70E+02	2.04E+00	54.3	1.22E+02	4.75E+00
55.3	1.71E+02	2.02E+00	54.3	1.09E+02	4.60E+00
55.4	1.71E+02	2.04E+00	54.4	1.23E+02	4.72E+00
55.5	1.72E+02	2.05E+00	54.5	1.30E+02	4.76E+00
55.5	1.74E+02	2.05E+00	54.5	1.25E+02	4.77E+00
55.6	1.73E+02	2.05E+00	54.6	1.14E+02	4.57E+00
55.7	1.70E+02	2.04E+00	54.7	1.31E+02	4.72E+00
55.7	1.72E+02	2.04E+00	54.7	1.19E+02	4.61E+00
55.8	1.75E+02	2.05E+00	54.8	1.26E+02	4.68E+00
55.9	1.74E+02	2.03E+00	54.9	1.18E+02	4.70E+00
55.9	1.70E+02	2.04E+00	54.9	1.31E+02	4.73E+00
56	1.71E+02	2.03E+00	55	1.24E+02	4.70E+00
56	1.72E+02	2.05E+00	55.1	1.21E+02	4.64E+00
56.1	1.75E+02	2.05E+00	55.1	1.25E+02	4.72E+00
56.2	1.74E+02	2.05E+00	55.2	1.24E+02	4.69E+00
56.2	1.76E+02	2.05E+00	55.3	1.15E+02	4.56E+00
56.3	1.71E+02	2.04E+00	55.3	1.14E+02	4.61E+00
56.4	1.72E+02	2.08E+00	55.4	1.26E+02	4.69E+00
56.4	1.71E+02	2.04E+00	55.5	1.19E+02	4.55E+00
56.5	1.74E+02	2.04E+00	55.5	1.32E+02	4.70E+00
56.6	1.68E+02	2.03E+00	55.6	1.18E+02	4.61E+00
56.6	1.72E+02	2.03E+00	55.7	1.19E+02	4.61E+00
56.7	1.72E+02	2.02E+00	55.7	1.19E+02	4.59E+00
56.8	1.73E+02	2.05E+00	55.8	1.22E+02	4.61E+00
56.8	1.74E+02	2.04E+00	55.9	1.18E+02	4.62E+00
56.9	1.73E+02	2.02E+00	55.9	1.25E+02	4.66E+00
57	1.75E+02	2.04E+00	56	1.16E+02	4.61E+00
57	1.73E+02	2.03E+00	56.1	1.24E+02	4.66E+00
57.1	1.74E+02	2.03E+00	56.1	1.16E+02	4.53E+00
57.2	1.75E+02	2.04E+00	56.2	1.16E+02	4.61E+00
57.2	1.75E+02	2.04E+00	56.3	1.14E+02	4.54E+00
57.3	1.67E+02	2.02E+00	56.3	1.14E+02	4.53E+00
57.4	1.73E+02	2.03E+00	56.4	1.20E+02	4.62E+00
57.4	1.74E+02	2.03E+00	56.5	1.24E+02	4.66E+00
57.5	1.73E+02	2.03E+00	56.5	1.21E+02	4.69E+00
57.6	1.72E+02	2.04E+00	56.6	1.12E+02	4.52E+00
57.6	1.72E+02	2.00E+00	56.7	1.16E+02	4.58E+00
57.7	1.73E+02	2.03E+00	56.7	1.24E+02	4.65E+00
57.8	1.70E+02	2.02E+00	56.8	1.12E+02	4.50E+00
57.8	1.73E+02	2.03E+00	56.9	1.13E+02	4.49E+00
57.9	1.69E+02	2.02E+00	56.9	1.22E+02	4.63E+00
58	1.72E+02	2.02E+00	57	1.25E+02	4.60E+00
58	1.73E+02	2.04E+00	57	1.22E+02	4.59E+00
58.1	1.74E+02	2.04E+00	57.1	1.19E+02	4.22E+00
58.2	1.74E+02	2.03E+00	57.2	1.16E+02	4.03E+00
58.2	1.71E+02	2.01E+00	57.2	1.23E+02	3.94E+00
58.3	1.72E+02	2.02E+00	57.3	1.27E+02	3.91E+00
58.4	1.74E+02	2.00E+00	57.4	1.23E+02	3.75E+00
58.4	1.73E+02	2.03E+00	57.4	1.25E+02	3.61E+00
58.5	1.75E+02	2.02E+00	57.5	1.24E+02	3.49E+00
58.6	1.71E+02	2.01E+00	57.6	1.25E+02	3.43E+00
58.6	1.74E+02	2.02E+00	57.6	1.18E+02	3.23E+00
58.7	1.77E+02	2.02E+00	57.7	1.32E+02	3.33E+00
58.7	1.75E+02	2.01E+00	57.8	1.18E+02	3.22E+00
58.8	1.75E+02	2.02E+00	57.8	1.19E+02	3.25E+00
58.9	1.80E+02	2.03E+00	57.9	1.28E+02	3.28E+00
58.9	1.71E+02	2.01E+00	58	1.28E+02	3.29E+00
59	1.73E+02	2.03E+00	58	1.26E+02	3.28E+00
59.1	1.74E+02	2.04E+00	58.1	1.30E+02	3.31E+00
59.1	1.74E+02	2.03E+00	58.2	1.27E+02	3.29E+00
59.2	1.76E+02	2.01E+00	58.2	1.27E+02	3.29E+00
59.3	1.74E+02	2.02E+00	58.3	1.28E+02	3.34E+00
59.3	1.74E+02	2.03E+00	58.4	1.24E+02	3.27E+00
59.4	1.73E+02	2.02E+00	58.4	1.27E+02	3.32E+00
59.5	1.81E+02	2.04E+00	58.5	1.24E+02	3.30E+00
59.7	1.83E+02	2.10E+00	58.6	1.30E+02	3.34E+00
59.7	1.83E+02	2.09E+00	58.6	1.28E+02	3.31E+00
59.8	1.84E+02	2.08E+00	58.7	1.24E+02	3.29E+00
59.9	1.87E+02	2.10E+00	58.8	1.26E+02	3.30E+00
59.9	1.86E+02	2.09E+00	58.8	1.32E+02	3.34E+00
60	1.88E+02	2.10E+00	58.9	1.23E+02	3.27E+00
60.1	1.86E+02	2.12E+00	59	1.31E+02	3.33E+00
60.1	1.87E+02	2.12E+00	59	1.26E+02	3.31E+00
60.2	1.84E+02	2.11E+00	59.1	1.27E+02	3.31E+00
60.3	1.83E+02	2.11E+00	59.2	1.24E+02	3.30E+00
60.3	1.86E+02	2.12E+00	59.2	1.26E+02	3.31E+00
60.4	1.88E+02	2.11E+00	59.3	1.28E+02	3.29E+00
60.5	1.85E+02	2.11E+00	59.4	1.20E+02	3.24E+00
60.5	1.84E+02	2.10E+00	59.4	1.32E+02	3.41E+00
60.6	1.84E+02	2.11E+00	59.5	1.29E+02	4.13E+00
60.7	1.87E+02	2.13E+00	59.6	1.31E+02	4.22E+00
60.7	1.88E+02	2.11E+00	59.6	1.30E+02	4.31E+00
60.8	1.83E+02	2.10E+00	59.7	1.21E+02	4.33E+00
60.8	1.85E+02	2.10E+00	59.8	1.25E+02	4.53E+00
60.9	1.88E+02	2.11E+00	59.8	1.21E+02	4.56E+00
61	1.84E+02	2.13E+00	59.9	1.16E+02	4.60E+00
61	1.83E+02	2.11E+00	59.9	1.33E+02	4.86E+00
61.1	1.84E+02	2.13E+00	60	1.32E+02	4.75E+00
61.2	1.86E+02	2.12E+00	60.1	1.35E+02	4.76E+00
61.2	1.83E+02	2.13E+00	60.1	1.25E+02	4.70E+00
61.3	1.81E+02	2.14E+00	60.2	1.29E+02	4.71E+00
61.4	1.84E+02	2.14E+00	60.3	1.33E+02	4.79E+00
61.4	1.82E+02	2.12E+00	60.3	1.24E+02	4.68E+00
61.5	1.82E+02	2.12E+00	60.4	1.30E+02	4.72E+00
61.6	1.82E+02	2.11E+00	60.5	1.25E+02	4.72E+00
61.6	1.87E+02	2.12E+00	60.5	1.20E+02	4.68E+00
61.7	1.84E+02	2.13E+00	60.6	1.19E+02	4.62E+00
61.8	1.85E+02	2.13E+00	60.7	1.28E+02	4.72E+00
61.8	1.85E+02	2.13E+00	60.7	1.31E+02	4.76E+00
61.9	1.85E+02	2.11E+00	60.8	1.30E+02	4.74E+00
62	1.84E+02	2.10E+00	60.9	1.26E+02	4.70E+00
62	1.85E+02	2.12E+00	60.9	1.24E+02	4.69E+00
62.1	1.87E+02	2.12E+00	61	1.29E+02	4.77E+00
62.2	1.86E+02	2.12E+00	61.1	1.34E+02	4.74E+00
62.2	1.81E+02	2.11E+00	61.1	1.30E+02	4.72E+00
62.3	1.89E+02	2.11E+00	61.2	1.19E+02	4.64E+00
62.4	1.84E+02	2.10E+00	61.3	1.28E+02	4.74E+00
62.4	1.84E+02	2.09E+00	61.3	1.29E+02	4.77E+00
62.5	1.83E+02	2.12E+00	61.4	1.34E+02	4.77E+00
62.6	1.85E+02	2.12E+00	61.5	1.25E+02	4.72E+00
62.6	1.86E+02	2.13E+00	61.5	1.16E+02	4.60E+00
62.7	1.86E+02	2.13E+00	61.6	1.28E+02	4.67E+00
62.8	1.86E+02	2.13E+00	61.7	1.17E+02	4.59E+00
62.8	1.86E+02	2.13E+00	61.7	1.21E+02	4.65E+00
62.9	1.86E+02	2.12E+00	61.8	1.23E+02	4.67E+00
63	1.87E+02	2.12E+00	61.9	1.22E+02	4.68E+00
63	1.86E+02	2.11E+00	61.9	1.28E+02	4.66E+00
63.1	1.85E+02	2.14E+00	62	1.21E+02	4.68E+00
63.2	1.84E+02	2.10E+00	62.1	1.24E+02	4.66E+00
63.2	1.83E+02	2.11E+00	62.1	1.17E+02	4.58E+00
63.3	1.84E+02	2.12E+00	62.2	1.22E+02	4.64E+00
63.4	1.85E+02	2.11E+00	62.3	1.20E+02	4.60E+00
63.4	1.79E+02	2.08E+00	62.3	1.30E+02	4.77E+00
63.5	1.83E+02	2.11E+00	62.4	1.30E+02	4.75E+00
63.5	1.82E+02	2.09E+00	62.5	1.29E+02	4.75E+00
63.6	1.84E+02	2.11E+00	62.5	1.26E+02	4.69E+00
63.7	1.87E+02	2.12E+00	62.6	1.26E+02	4.66E+00
63.7	1.85E+02	2.10E+00	62.6	1.35E+02	4.81E+00
63.8	1.81E+02	2.11E+00	62.7	1.31E+02	4.76E+00
63.9	1.85E+02	2.10E+00	62.8	1.28E+02	4.72E+00
63.9	1.86E+02	2.08E+00	62.8	1.30E+02	4.73E+00
64	1.82E+02	2.10E+00	62.9	1.36E+02	4.82E+00
64.1	1.84E+02	2.10E+00	63	1.34E+02	4.73E+00
64.1	1.83E+02	2.10E+00	63	1.24E+02	4.65E+00
64.2	1.85E+02	2.11E+00	63.1	1.31E+02	4.74E+00
64.3	1.83E+02	2.10E+00	63.2	1.25E+02	4.72E+00
64.3	1.84E+02	2.10E+00	63.2	1.28E+02	4.69E+00
64.4	1.87E+02	2.09E+00	63.3	1.28E+02	4.70E+00
64.5	1.86E+02	2.09E+00	63.4	1.25E+02	4.66E+00
64.5	1.83E+02	2.10E+00	63.4	1.23E+02	4.67E+00
64.6	1.85E+02	2.12E+00	63.5	1.22E+02	4.66E+00
64.7	1.83E+02	2.11E+00	63.6	1.17E+02	4.66E+00
64.7	1.84E+02	2.12E+00	63.6	1.25E+02	4.62E+00
64.8	1.84E+02	2.10E+00	63.7	1.19E+02	4.62E+00
64.9	1.82E+02	2.12E+00	63.8	1.23E+02	4.67E+00
64.9	1.82E+02	2.12E+00	63.8	1.21E+02	4.61E+00
65	1.87E+02	2.14E+00	63.9	1.23E+02	4.62E+00
65.1	1.87E+02	2.11E+00	64	1.23E+02	4.62E+00
65.1	1.87E+02	2.14E+00	64	1.27E+02	4.68E+00
65.2	1.87E+02	2.12E+00	64.1	1.27E+02	4.67E+00
65.3	1.83E+02	2.12E+00	64.2	1.27E+02	4.68E+00
65.3	1.82E+02	2.10E+00	64.2	1.30E+02	4.74E+00
65.4	1.85E+02	2.11E+00	64.3	1.26E+02	5.25E+00
65.5	1.82E+02	2.11E+00	64.4	1.37E+02	5.36E+00
65.5	1.83E+02	2.12E+00	64.4	1.40E+02	5.35E+00
65.6	1.86E+02	2.11E+00	64.5	1.25E+02	5.32E+00
65.7	1.83E+02	2.11E+00	64.6	1.24E+02	4.75E+00
65.7	1.82E+02	2.11E+00	64.6	1.22E+02	4.72E+00
65.8	1.83E+02	2.27E+00	64.7	1.24E+02	4.69E+00
65.9	1.84E+02	2.24E+00	64.8	1.23E+02	4.73E+00
65.9	1.82E+02	2.27E+00	64.8	1.27E+02	4.68E+00
66	1.88E+02	2.26E+00	64.9	1.32E+02	4.76E+00
66.1	1.84E+02	2.11E+00	65	1.33E+02	4.77E+00
66.1	1.83E+02	2.11E+00	65	1.27E+02	4.70E+00
66.2	1.83E+02	2.12E+00	65.1	1.21E+02	4.67E+00
66.2	1.85E+02	2.11E+00	65.2	1.27E+02	4.70E+00
66.3	1.86E+02	2.11E+00	65.2	1.28E+02	4.73E+00
66.4	1.83E+02	2.12E+00	65.3	1.18E+02	4.61E+00
66.4	1.96E+02	2.18E+00	65.3	1.27E+02	4.71E+00
66.5	1.85E+02	2.12E+00	65.4	1.26E+02	4.72E+00
66.6	1.82E+02	2.12E+00	65.5	1.28E+02	4.75E+00
66.6	1.83E+02	2.12E+00	65.5	1.30E+02	4.71E+00
66.7	1.82E+02	2.13E+00	65.6	1.30E+02	4.70E+00
66.8	1.84E+02	2.11E+00	65.7	1.34E+02	4.76E+00
66.8	1.83E+02	2.11E+00	65.7	1.40E+02	4.82E+00
66.9	1.84E+02	2.12E+00	65.8	1.18E+02	4.60E+00
67	1.82E+02	2.11E+00	65.9	1.19E+02	4.63E+00
67	1.84E+02	2.12E+00	65.9	1.30E+02	4.76E+00
67.1	1.81E+02	2.09E+00	66	1.29E+02	4.71E+00
67.2	1.81E+02	2.11E+00	66.1	1.21E+02	4.67E+00
67.2	1.83E+02	2.10E+00	66.1	1.23E+02	4.62E+00
67.3	1.85E+02	2.11E+00	66.2	1.34E+02	4.77E+00
67.4	1.82E+02	2.10E+00	66.3	1.28E+02	4.69E+00
67.4	1.89E+02	2.13E+00	66.3	1.21E+02	4.67E+00
67.5	1.87E+02	2.12E+00	66.4	1.22E+02	4.68E+00
67.6	1.83E+02	2.13E+00	66.5	1.26E+02	4.67E+00
67.6	1.84E+02	2.12E+00	66.5	1.31E+02	4.71E+00
67.7	1.80E+02	2.12E+00	66.6	1.34E+02	4.82E+00
67.8	1.84E+02	2.13E+00	66.7	1.25E+02	4.72E+00
67.8	1.83E+02	2.12E+00	66.7	1.25E+02	4.67E+00
67.9	1.87E+02	2.09E+00	66.8	1.21E+02	4.63E+00
68	1.84E+02	2.12E+00	66.9	1.30E+02	4.75E+00
68	1.83E+02	2.12E+00	66.9	1.32E+02	4.80E+00
68.1	1.85E+02	2.10E+00	67	1.26E+02	4.65E+00
68.2	1.90E+02	2.12E+00	67.1	1.27E+02	4.70E+00
68.2	1.84E+02	2.12E+00	67.1	1.33E+02	4.74E+00
68.3	1.84E+02	2.10E+00	67.2	1.28E+02	4.73E+00
68.4	1.89E+02	2.12E+00	67.3	1.34E+02	4.76E+00
68.4	1.85E+02	2.11E+00	67.3	1.13E+02	4.54E+00
68.5	1.90E+02	2.11E+00	67.4	1.19E+02	4.65E+00
68.6	1.83E+02	2.13E+00	67.5	1.31E+02	4.78E+00
68.6	1.86E+02	2.12E+00	67.5	1.30E+02	4.75E+00
68.7	1.87E+02	2.12E+00	67.6	1.27E+02	4.68E+00
68.8	1.85E+02	2.11E+00	67.7	1.32E+02	4.78E+00
68.8	1.85E+02	2.12E+00	67.7	1.27E+02	4.66E+00
68.9	1.83E+02	2.11E+00	67.8	1.33E+02	4.83E+00
69	1.84E+02	2.11E+00	67.9	1.26E+02	4.76E+00
69	1.89E+02	2.12E+00	67.9	1.34E+02	4.79E+00
69.1	1.86E+02	2.12E+00	68	1.27E+02	4.72E+00
69.1	1.89E+02	2.11E+00	68	1.37E+02	4.80E+00
69.2	1.87E+02	2.13E+00	68.1	1.24E+02	4.68E+00
69.3	1.86E+02	2.10E+00	68.2	1.25E+02	4.66E+00
69.3	1.87E+02	2.12E+00	68.2	1.32E+02	4.74E+00
69.4	1.86E+02	2.10E+00	68.3	1.25E+02	4.72E+00
69.5	1.80E+02	2.09E+00	68.4	1.20E+02	4.66E+00
69.5	1.86E+02	2.12E+00	68.4	1.30E+02	4.74E+00
69.6	1.87E+02	2.13E+00	68.5	1.30E+02	4.74E+00
69.7	1.85E+02	2.11E+00	68.6	1.32E+02	4.75E+00
69.7	1.85E+02	2.10E+00	68.6	1.31E+02	4.75E+00
69.8	1.86E+02	2.11E+00	68.7	1.33E+02	4.80E+00
69.9	1.84E+02	2.13E+00	68.8	1.34E+02	4.75E+00
69.9	1.92E+02	2.12E+00	68.8	1.30E+02	4.73E+00
70	1.86E+02	2.11E+00	68.9	1.33E+02	4.78E+00
70.1	1.89E+02	2.12E+00	69	1.26E+02	4.68E+00
70.1	1.87E+02	2.12E+00	69	1.30E+02	4.70E+00
70.2	1.87E+02	2.11E+00	69.1	1.30E+02	4.75E+00
70.3	1.83E+02	2.12E+00	69.2	1.36E+02	4.82E+00
70.3	1.80E+02	2.10E+00	69.2	1.27E+02	4.75E+00
70.4	1.89E+02	2.13E+00	69.3	1.33E+02	4.75E+00
70.5	1.85E+02	2.12E+00	69.4	1.23E+02	4.67E+00
70.5	1.86E+02	2.12E+00	69.4	1.31E+02	4.81E+00
70.6	1.90E+02	2.14E+00	69.5	1.26E+02	4.74E+00
70.7	1.84E+02	2.12E+00	69.6	1.29E+02	4.73E+00
70.7	1.86E+02	2.12E+00	69.6	1.31E+02	4.75E+00
70.8	1.88E+02	2.13E+00	69.7	1.25E+02	4.74E+00
70.9	1.87E+02	2.12E+00	69.8	1.29E+02	4.67E+00
70.9	1.89E+02	2.14E+00	69.8	1.31E+02	4.73E+00
71	1.88E+02	2.13E+00	69.9	1.30E+02	4.75E+00
71.1	1.89E+02	2.14E+00	70	1.26E+02	4.71E+00
71.1	1.88E+02	2.13E+00	70	1.23E+02	4.68E+00
71.2	1.93E+02	2.14E+00	70.1	1.28E+02	4.71E+00
71.3	1.89E+02	2.14E+00	70.2	1.24E+02	4.71E+00
71.3	1.87E+02	2.13E+00	70.2	1.29E+02	4.75E+00
71.4	1.89E+02	2.13E+00	70.3	1.35E+02	4.82E+00
71.5	1.87E+02	2.13E+00	70.4	1.27E+02	4.76E+00
71.5	1.86E+02	2.11E+00	70.4	1.36E+02	4.81E+00
71.6	1.90E+02	2.13E+00	70.5	1.31E+02	4.73E+00
71.7	1.87E+02	2.13E+00	70.6	1.37E+02	4.95E+00
71.7	1.87E+02	2.12E+00	70.6	1.23E+02	4.70E+00
71.8	1.90E+02	2.13E+00	70.7	1.25E+02	4.67E+00
71.8	1.89E+02	2.13E+00	70.7	1.31E+02	4.77E+00
71.9	1.93E+02	2.14E+00	70.8	1.33E+02	4.76E+00
72	1.89E+02	2.13E+00	70.9	1.29E+02	4.75E+00
72	1.88E+02	2.13E+00	70.9	1.33E+02	4.78E+00
72.1	1.90E+02	2.12E+00	71	1.30E+02	4.75E+00
72.2	1.89E+02	2.14E+00	71.1	1.35E+02	4.79E+00
72.2	1.89E+02	2.13E+00	71.1	1.36E+02	4.80E+00
72.3	1.84E+02	2.11E+00	71.2	1.32E+02	4.76E+00
72.4	1.90E+02	2.12E+00	71.3	1.36E+02	4.83E+00
72.4	1.89E+02	2.13E+00	71.3	1.35E+02	4.82E+00
72.5	1.93E+02	2.13E+00	71.4	1.39E+02	4.85E+00
72.6	1.89E+02	2.13E+00	71.5	1.23E+02	4.69E+00
72.6	1.87E+02	2.12E+00	71.5	1.37E+02	4.78E+00
72.7	1.90E+02	2.11E+00	71.6	1.32E+02	4.77E+00
72.8	1.91E+02	2.13E+00	71.7	1.31E+02	4.71E+00
72.8	1.91E+02	2.13E+00	71.7	1.25E+02	4.75E+00
72.9	1.88E+02	2.13E+00	71.8	1.30E+02	4.78E+00
73	1.92E+02	2.13E+00	71.9	1.31E+02	4.76E+00
73	1.89E+02	2.12E+00	71.9	1.29E+02	4.79E+00
73.1	1.89E+02	2.13E+00	72	1.30E+02	4.76E+00
73.2	1.88E+02	2.12E+00	72.1	1.34E+02	4.82E+00
73.2	1.92E+02	2.13E+00	72.1	1.24E+02	4.75E+00
73.3	1.88E+02	2.12E+00	72.2	1.30E+02	4.79E+00
73.4	1.88E+02	2.13E+00	72.3	1.30E+02	4.78E+00
73.4	1.87E+02	2.14E+00	72.3	1.27E+02	4.73E+00
73.5	1.87E+02	2.13E+00	72.4	1.40E+02	4.92E+00
73.6	1.89E+02	2.12E+00	72.5	1.44E+02	4.97E+00
73.6	1.90E+02	2.12E+00	72.5	1.30E+02	4.83E+00
73.7	1.88E+02	2.12E+00	72.6	1.37E+02	4.88E+00
73.8	1.90E+02	2.14E+00	72.7	1.19E+02	4.68E+00
73.8	1.89E+02	2.13E+00	72.7	1.29E+02	4.74E+00
73.9	1.90E+02	2.16E+00	72.8	1.25E+02	4.74E+00
74	1.86E+02	2.13E+00	72.9	1.33E+02	4.77E+00
74	1.87E+02	2.14E+00	72.9	1.31E+02	4.78E+00
74.1	1.88E+02	2.13E+00	73	1.29E+02	4.78E+00
74.2	1.90E+02	2.12E+00	73.1	1.31E+02	4.79E+00
74.2	1.90E+02	2.16E+00	73.1	1.31E+02	4.84E+00
74.3	1.88E+02	2.13E+00	73.2	1.35E+02	4.82E+00
74.4	1.90E+02	2.12E+00	73.3	1.33E+02	4.82E+00
74.4	1.88E+02	2.16E+00	73.3	1.34E+02	4.78E+00
74.5	1.90E+02	2.14E+00	73.4	1.37E+02	4.80E+00
74.5	1.92E+02	2.15E+00	73.4	1.33E+02	4.85E+00
74.6	1.91E+02	2.14E+00	73.5	1.25E+02	4.78E+00
74.7	1.91E+02	2.15E+00	73.6	1.35E+02	4.79E+00
74.7	1.92E+02	2.16E+00	73.6	1.24E+02	4.69E+00
74.8	1.90E+02	2.17E+00	73.7	1.26E+02	4.68E+00
74.9	1.91E+02	2.15E+00	73.8	1.37E+02	4.82E+00
74.9	1.92E+02	2.14E+00	73.8	1.32E+02	4.78E+00
75	1.92E+02	2.16E+00	73.9	1.31E+02	4.81E+00
75.1	1.92E+02	2.16E+00	74	1.32E+02	4.76E+00
75.1	1.90E+02	2.15E+00	74	1.38E+02	4.75E+00
75.2	1.91E+02	2.15E+00	74.1	1.30E+02	4.75E+00
75.3	1.86E+02	2.12E+00	74.2	1.25E+02	4.70E+00
75.3	1.91E+02	2.13E+00	74.2	1.25E+02	4.72E+00
75.4	1.93E+02	2.15E+00	74.3	1.36E+02	4.81E+00
75.5	1.93E+02	2.14E+00	74.4	1.31E+02	4.75E+00
75.5	1.91E+02	2.11E+00	74.4	1.29E+02	4.69E+00
75.6	1.86E+02	2.13E+00	74.5	1.36E+02	4.80E+00
75.7	1.93E+02	2.13E+00	74.6	1.37E+02	4.89E+00
75.7	1.93E+02	2.13E+00	74.6	1.35E+02	4.80E+00
75.8	1.88E+02	2.12E+00	74.7	1.38E+02	4.85E+00
75.9	1.92E+02	2.15E+00	74.8	1.35E+02	4.81E+00
75.9	1.89E+02	2.12E+00	74.8	1.37E+02	4.82E+00
76	1.93E+02	2.13E+00	74.9	1.32E+02	4.71E+00
76.1	1.91E+02	2.15E+00	75	1.40E+02	4.77E+00
76.1	1.90E+02	2.14E+00	75	1.36E+02	4.73E+00
76.2	1.87E+02	2.12E+00	75.1	1.44E+02	4.88E+00
76.3	1.90E+02	2.14E+00	75.2	1.30E+02	4.69E+00
76.3	1.90E+02	2.14E+00	75.2	1.37E+02	4.74E+00
76.4	1.90E+02	2.13E+00	75.3	1.29E+02	4.70E+00
76.5	1.92E+02	2.14E+00	75.4	1.39E+02	4.83E+00
76.5	1.86E+02	2.14E+00	75.6	1.29E+02	4.66E+00
76.6	1.92E+02	2.15E+00	75.7	1.28E+02	4.66E+00
76.7	1.90E+02	2.13E+00	75.7	1.31E+02	4.68E+00
76.7	1.92E+02	2.13E+00	75.8	1.37E+02	4.82E+00
76.8	1.91E+02	2.12E+00	75.9	1.33E+02	4.78E+00
76.9	1.91E+02	2.12E+00	75.9	1.29E+02	4.66E+00
76.9	1.93E+02	2.13E+00	76	1.32E+02	4.77E+00
77	1.87E+02	2.09E+00	76.1	1.36E+02	4.75E+00
77.1	1.93E+02	2.11E+00	76.1	1.24E+02	4.61E+00
77.1	1.92E+02	2.10E+00	76.2	1.31E+02	4.68E+00
77.2	1.91E+02	2.08E+00	76.3	1.29E+02	4.72E+00
77.2	1.91E+02	2.11E+00	76.3	1.33E+02	4.70E+00
77.3	1.92E+02	2.13E+00	76.4	1.36E+02	4.74E+00
77.4	1.98E+02	2.15E+00	76.5	1.33E+02	4.74E+00
77.4	1.97E+02	2.16E+00	76.5	1.33E+02	4.71E+00
77.5	1.89E+02	2.15E+00	76.6	1.32E+02	4.75E+00
77.6	1.93E+02	2.16E+00	76.7	1.28E+02	4.75E+00
77.6	1.89E+02	2.16E+00	76.7	1.33E+02	4.78E+00
77.7	1.94E+02	2.14E+00	76.8	1.37E+02	4.82E+00
77.8	1.89E+02	2.13E+00	76.9	1.31E+02	4.75E+00
77.8	1.92E+02	2.16E+00	76.9	1.33E+02	4.78E+00
77.9	1.91E+02	2.17E+00	77	1.42E+02	4.84E+00
78	1.95E+02	2.16E+00	77.1	1.28E+02	4.74E+00
78	1.91E+02	2.14E+00	77.1	1.34E+02	4.81E+00
78.1	1.94E+02	2.13E+00	77.2	1.36E+02	4.80E+00
78.2	1.95E+02	2.13E+00	77.3	1.40E+02	4.82E+00
78.2	1.93E+02	2.12E+00	77.3	1.39E+02	4.84E+00
78.3	1.91E+02	2.12E+00	77.4	1.35E+02	4.75E+00
78.4	1.92E+02	2.14E+00	77.5	1.30E+02	4.70E+00
78.4	1.96E+02	2.15E+00	77.5	1.43E+02	4.87E+00
78.5	1.94E+02	2.13E+00	77.6	1.28E+02	4.73E+00
78.6	1.89E+02	2.13E+00	77.7	1.30E+02	4.67E+00
78.6	1.95E+02	2.16E+00	77.7	1.39E+02	4.79E+00
78.7	1.96E+02	2.18E+00	77.8	1.31E+02	4.76E+00
78.8	1.91E+02	2.14E+00	77.8	1.38E+02	4.76E+00
78.8	1.88E+02	2.13E+00	77.9	1.25E+02	4.61E+00
78.9	1.91E+02	2.13E+00	78	1.38E+02	4.70E+00
79	1.94E+02	2.14E+00	78	1.32E+02	4.69E+00
79	1.90E+02	2.14E+00	78.1	1.29E+02	5.04E+00
79.1	1.98E+02	2.17E+00	78.2	1.41E+02	7.62E+00
79.2	1.92E+02	2.15E+00	78.2	1.38E+02	8.05E+00
79.2	1.91E+02	2.13E+00	78.3	1.25E+02	5.91E+00
79.3	1.93E+02	2.14E+00	78.4	1.40E+02	5.35E+00
79.3	1.97E+02	2.16E+00	78.4	1.29E+02	4.76E+00
79.4	1.92E+02	2.16E+00	78.5	1.27E+02	4.66E+00
79.5	1.91E+02	2.17E+00	78.6	1.33E+02	4.72E+00
79.5	1.90E+02	2.15E+00	78.6	1.31E+02	4.69E+00
79.6	1.91E+02	2.17E+00	78.7	1.32E+02	4.63E+00
79.7	1.88E+02	2.15E+00	78.8	1.26E+02	4.63E+00
79.7	1.92E+02	2.19E+00	78.8	1.22E+02	4.56E+00
79.8	1.90E+02	2.17E+00	78.9	1.29E+02	4.70E+00
79.9	1.98E+02	2.19E+00	79	1.35E+02	4.79E+00
