x1	y1	e1	x2	y2	e2
28.6	1.70E+02	2.07E+00	27.2	1.11E+02	4.51E+00
28.7	1.73E+02	2.07E+00	27.3	1.15E+02	4.57E+00
28.7	1.68E+02	2.08E+00	27.4	1.17E+02	4.54E+00
28.8	1.65E+02	2.06E+00	27.4	1.18E+02	4.65E+00
28.9	1.70E+02	2.07E+00	27.5	1.21E+02	4.68E+00
28.9	1.69E+02	2.08E+00	27.6	1.16E+02	4.57E+00
29	1.68E+02	2.14E+00	27.6	1.16E+02	4.65E+00
29.1	1.66E+02	2.14E+00	27.7	1.15E+02	4.56E+00
29.1	1.68E+02	2.17E+00	27.8	1.14E+02	4.44E+00
29.2	1.70E+02	2.16E+00	27.8	1.07E+02	4.45E+00
29.3	1.66E+02	2.06E+00	27.9	1.10E+02	4.47E+00
29.3	1.68E+02	2.05E+00	28	1.11E+02	4.53E+00
29.4	1.69E+02	2.05E+00	28	1.06E+02	4.39E+00
29.4	1.68E+02	2.06E+00	28.1	1.13E+02	4.47E+00
29.5	1.67E+02	2.06E+00	28.2	1.16E+02	4.54E+00
29.6	1.65E+02	2.03E+00	28.2	1.16E+02	4.55E+00
29.6	1.70E+02	2.06E+00	28.3	1.04E+02	4.39E+00
29.7	1.70E+02	2.04E+00	28.3	1.15E+02	4.53E+00
29.8	1.68E+02	2.05E+00	28.4	1.17E+02	4.52E+00
29.8	1.69E+02	2.07E+00	28.5	1.16E+02	4.53E+00
29.9	1.72E+02	2.05E+00	28.5	1.07E+02	4.43E+00
30	1.68E+02	2.06E+00	28.6	1.06E+02	4.40E+00
30	1.66E+02	2.06E+00	28.7	1.15E+02	4.51E+00
30.1	1.70E+02	2.05E+00	28.7	1.05E+02	4.42E+00
30.2	1.69E+02	2.05E+00	28.8	1.12E+02	4.48E+00
30.2	1.67E+02	2.05E+00	28.9	1.17E+02	4.57E+00
30.3	1.69E+02	2.06E+00	28.9	1.15E+02	4.50E+00
30.4	1.68E+02	2.05E+00	29	1.13E+02	4.52E+00
30.4	1.69E+02	2.07E+00	29.1	1.03E+02	4.42E+00
30.5	1.67E+02	2.05E+00	29.1	1.09E+02	4.42E+00
30.6	1.71E+02	2.05E+00	29.2	1.15E+02	4.51E+00
30.6	1.65E+02	2.05E+00	29.3	1.17E+02	4.52E+00
30.7	1.71E+02	2.08E+00	29.3	1.14E+02	4.54E+00
30.8	1.71E+02	2.07E+00	29.4	1.15E+02	4.50E+00
30.8	1.70E+02	2.07E+00	29.5	1.14E+02	4.52E+00
30.9	1.67E+02	2.05E+00	29.5	1.14E+02	4.48E+00
31	1.66E+02	2.04E+00	29.6	1.10E+02	4.51E+00
31	1.71E+02	2.05E+00	29.7	1.11E+02	4.52E+00
31.1	1.72E+02	2.07E+00	29.7	1.12E+02	4.45E+00
31.2	1.68E+02	2.06E+00	29.8	1.11E+02	4.48E+00
31.2	1.66E+02	2.05E+00	29.9	1.17E+02	4.55E+00
31.3	1.67E+02	2.06E+00	29.9	1.15E+02	4.51E+00
31.4	1.71E+02	2.06E+00	30	1.14E+02	4.53E+00
31.4	1.66E+02	2.04E+00	30.1	1.11E+02	4.48E+00
31.5	1.65E+02	2.06E+00	30.1	1.21E+02	4.61E+00
31.6	1.70E+02	2.06E+00	30.2	1.16E+02	4.58E+00
31.6	1.69E+02	2.05E+00	30.3	1.13E+02	4.55E+00
31.7	1.68E+02	2.05E+00	30.3	1.20E+02	4.60E+00
31.8	1.67E+02	2.04E+00	30.4	1.09E+02	4.38E+00
31.8	1.70E+02	2.06E+00	30.5	1.18E+02	4.56E+00
31.9	1.70E+02	2.06E+00	30.5	1.11E+02	4.51E+00
32	1.68E+02	2.06E+00	30.6	1.14E+02	4.52E+00
32	1.72E+02	2.07E+00	30.7	1.13E+02	4.52E+00
32.1	1.70E+02	2.07E+00	30.7	1.07E+02	4.42E+00
32.1	1.72E+02	2.07E+00	30.8	1.15E+02	4.48E+00
32.2	1.65E+02	2.04E+00	30.9	1.13E+02	4.55E+00
32.3	1.70E+02	2.07E+00	30.9	1.09E+02	4.48E+00
32.3	1.67E+02	2.06E+00	31	1.10E+02	4.48E+00
32.4	1.70E+02	2.07E+00	31	1.11E+02	4.46E+00
32.5	1.70E+02	2.06E+00	31.1	1.08E+02	4.42E+00
32.5	1.70E+02	2.05E+00	31.2	1.13E+02	4.51E+00
32.6	1.70E+02	2.06E+00	31.2	1.26E+02	4.71E+00
32.7	1.71E+02	2.06E+00	31.3	1.25E+02	4.60E+00
32.7	1.70E+02	2.07E+00	31.4	1.12E+02	4.45E+00
32.8	1.68E+02	2.07E+00	31.4	1.16E+02	4.54E+00
32.9	1.70E+02	2.05E+00	31.5	1.15E+02	4.53E+00
32.9	1.75E+02	2.07E+00	31.6	1.10E+02	4.52E+00
33	1.72E+02	2.05E+00	31.6	1.11E+02	4.53E+00
33.1	1.69E+02	2.06E+00	31.7	1.08E+02	4.48E+00
33.1	1.74E+02	2.06E+00	31.8	1.16E+02	4.57E+00
33.2	1.69E+02	2.06E+00	31.8	1.14E+02	4.48E+00
33.3	1.69E+02	2.07E+00	31.9	1.18E+02	4.53E+00
33.3	1.69E+02	2.06E+00	32	1.12E+02	4.44E+00
33.4	1.73E+02	2.08E+00	32	1.13E+02	4.56E+00
33.5	1.70E+02	2.05E+00	32.1	1.25E+02	4.66E+00
33.5	1.67E+02	2.05E+00	32.2	1.18E+02	4.56E+00
33.6	1.72E+02	2.07E+00	32.2	1.10E+02	4.51E+00
33.7	1.70E+02	2.06E+00	32.3	1.15E+02	4.57E+00
33.7	1.71E+02	2.08E+00	32.4	1.14E+02	4.56E+00
33.8	1.71E+02	2.05E+00	32.4	1.23E+02	4.60E+00
33.9	1.68E+02	2.05E+00	32.5	1.14E+02	4.55E+00
33.9	1.69E+02	2.07E+00	32.6	1.11E+02	4.51E+00
34	1.71E+02	2.06E+00	32.6	1.09E+02	4.44E+00
34.1	1.72E+02	2.07E+00	32.7	1.13E+02	4.49E+00
34.1	1.70E+02	2.05E+00	32.8	1.13E+02	4.45E+00
34.2	1.72E+02	2.07E+00	32.8	1.17E+02	4.51E+00
34.3	1.68E+02	2.06E+00	32.9	1.14E+02	4.54E+00
34.3	1.67E+02	2.07E+00	33	1.11E+02	4.48E+00
34.4	1.73E+02	2.06E+00	33	1.17E+02	4.61E+00
34.5	1.68E+02	2.05E+00	33.1	1.10E+02	4.50E+00
34.5	1.70E+02	2.06E+00	33.2	1.09E+02	4.53E+00
34.6	1.69E+02	2.06E+00	33.2	1.14E+02	4.54E+00
34.7	1.70E+02	2.07E+00	33.3	1.18E+02	4.57E+00
34.7	1.68E+02	2.07E+00	33.4	1.23E+02	4.65E+00
34.8	1.69E+02	2.05E+00	33.4	1.22E+02	4.63E+00
34.8	1.72E+02	2.07E+00	33.5	1.15E+02	4.52E+00
34.9	1.74E+02	2.07E+00	33.6	1.19E+02	4.64E+00
35	1.71E+02	2.07E+00	33.6	1.18E+02	4.59E+00
35	1.68E+02	2.06E+00	33.7	1.28E+02	4.63E+00
35.1	1.69E+02	2.07E+00	33.7	1.11E+02	4.46E+00
35.2	1.71E+02	2.07E+00	33.8	1.04E+02	4.45E+00
35.2	1.74E+02	2.05E+00	33.9	1.17E+02	4.51E+00
35.3	1.70E+02	2.08E+00	33.9	1.19E+02	4.61E+00
35.4	1.64E+02	2.08E+00	34	1.11E+02	4.54E+00
35.4	1.74E+02	2.06E+00	34.1	1.11E+02	4.49E+00
35.5	1.72E+02	2.06E+00	34.1	1.21E+02	4.55E+00
35.6	1.67E+02	2.06E+00	34.2	1.26E+02	4.68E+00
35.6	1.69E+02	2.08E+00	34.3	1.16E+02	4.56E+00
35.7	1.73E+02	2.07E+00	34.3	1.12E+02	4.55E+00
35.8	1.69E+02	2.06E+00	34.4	1.17E+02	4.56E+00
35.8	1.73E+02	2.09E+00	34.5	1.21E+02	4.65E+00
35.9	1.73E+02	2.06E+00	34.5	1.19E+02	4.59E+00
36	1.72E+02	2.06E+00	34.6	1.11E+02	4.46E+00
36	1.69E+02	2.05E+00	34.7	1.10E+02	4.52E+00
36.1	1.70E+02	2.05E+00	34.7	1.14E+02	4.53E+00
36.2	1.74E+02	2.06E+00	34.8	1.14E+02	4.54E+00
36.2	1.71E+02	2.05E+00	34.9	1.16E+02	4.53E+00
36.3	1.70E+02	2.05E+00	34.9	1.18E+02	4.56E+00
36.4	1.69E+02	2.05E+00	35	1.17E+02	4.60E+00
36.4	1.67E+02	2.06E+00	35.1	1.08E+02	4.42E+00
36.5	1.66E+02	2.05E+00	35.1	1.21E+02	4.59E+00
36.6	1.65E+02	2.04E+00	35.2	1.14E+02	4.55E+00
36.6	1.70E+02	2.06E+00	35.3	1.13E+02	4.55E+00
36.7	1.67E+02	2.06E+00	35.3	1.16E+02	4.49E+00
36.8	1.72E+02	2.05E+00	35.4	1.16E+02	4.50E+00
36.8	1.72E+02	2.05E+00	35.5	1.10E+02	4.54E+00
36.9	1.66E+02	2.03E+00	35.5	1.13E+02	4.52E+00
37	1.68E+02	2.06E+00	35.6	1.11E+02	4.51E+00
37	1.67E+02	2.04E+00	35.7	1.17E+02	4.53E+00
37.1	1.67E+02	2.05E+00	35.7	1.14E+02	4.49E+00
37.2	1.66E+02	2.05E+00	35.8	1.16E+02	4.55E+00
37.2	1.69E+02	2.04E+00	35.9	1.12E+02	4.55E+00
37.3	1.69E+02	2.04E+00	35.9	1.13E+02	4.50E+00
37.4	1.66E+02	2.04E+00	36	1.21E+02	4.61E+00
37.4	1.70E+02	2.06E+00	36.1	1.09E+02	4.50E+00
37.5	1.66E+02	2.05E+00	36.1	1.17E+02	4.59E+00
37.5	1.66E+02	2.05E+00	36.2	1.12E+02	4.52E+00
37.6	1.71E+02	2.05E+00	36.3	1.25E+02	4.61E+00
37.7	1.69E+02	2.05E+00	36.3	1.14E+02	4.55E+00
37.7	1.69E+02	2.04E+00	36.4	1.06E+02	4.46E+00
37.8	1.68E+02	2.05E+00	36.4	1.10E+02	4.50E+00
37.9	1.67E+02	2.07E+00	36.5	1.17E+02	4.52E+00
37.9	1.71E+02	2.05E+00	36.6	1.19E+02	4.63E+00
38	1.70E+02	2.06E+00	36.6	1.03E+02	4.41E+00
38.1	1.67E+02	2.06E+00	36.7	1.14E+02	4.60E+00
38.1	1.69E+02	2.06E+00	36.8	1.20E+02	4.55E+00
38.2	1.67E+02	2.04E+00	36.8	1.12E+02	4.50E+00
38.3	1.70E+02	2.04E+00	36.9	1.20E+02	4.58E+00
38.3	1.66E+02	2.03E+00	37	1.20E+02	4.55E+00
38.4	1.69E+02	2.04E+00	37	1.19E+02	4.59E+00
38.5	1.71E+02	2.04E+00	37.1	1.15E+02	4.49E+00
38.5	1.68E+02	2.04E+00	37.2	1.20E+02	4.57E+00
38.6	1.70E+02	2.03E+00	37.2	1.21E+02	4.61E+00
38.7	1.68E+02	2.04E+00	37.3	1.18E+02	4.55E+00
38.7	1.67E+02	2.03E+00	37.4	1.17E+02	4.58E+00
38.8	1.70E+02	2.03E+00	37.4	1.13E+02	4.53E+00
38.9	1.72E+02	2.05E+00	37.5	1.12E+02	4.50E+00
38.9	1.67E+02	2.04E+00	37.6	1.17E+02	4.55E+00
39	1.65E+02	2.02E+00	37.6	1.16E+02	4.50E+00
39.1	1.67E+02	2.05E+00	37.7	1.11E+02	4.49E+00
39.1	1.74E+02	2.04E+00	37.8	1.07E+02	4.42E+00
39.2	1.66E+02	2.03E+00	37.8	1.15E+02	4.46E+00
39.3	1.68E+02	2.04E+00	37.9	1.12E+02	4.48E+00
39.3	1.67E+02	2.04E+00	38	1.09E+02	4.42E+00
39.4	1.70E+02	2.03E+00	38	1.04E+02	4.38E+00
39.5	1.68E+02	2.03E+00	38.1	1.16E+02	4.55E+00
39.5	1.70E+02	2.03E+00	38.2	1.18E+02	4.50E+00
39.6	1.69E+02	2.03E+00	38.2	1.06E+02	4.39E+00
39.7	1.67E+02	2.03E+00	38.3	1.09E+02	4.41E+00
39.7	1.66E+02	2.02E+00	38.4	1.15E+02	4.54E+00
39.8	1.70E+02	2.01E+00	38.4	1.20E+02	4.49E+00
39.9	1.68E+02	2.01E+00	38.5	1.12E+02	4.39E+00
39.9	1.64E+02	2.01E+00	38.6	1.16E+02	4.46E+00
40	1.68E+02	2.02E+00	38.6	1.16E+02	4.50E+00
40.1	1.67E+02	2.01E+00	38.7	1.11E+02	4.43E+00
40.1	1.68E+02	2.02E+00	38.8	1.17E+02	4.55E+00
40.2	1.64E+02	2.01E+00	38.8	1.10E+02	4.41E+00
40.2	1.67E+02	2.03E+00	38.9	1.16E+02	4.46E+00
40.3	1.61E+02	2.02E+00	39	1.16E+02	4.44E+00
40.4	1.71E+02	2.01E+00	39	1.11E+02	4.45E+00
40.4	1.66E+02	2.01E+00	39.1	1.13E+02	4.43E+00
40.5	1.70E+02	2.02E+00	39.1	1.25E+02	4.59E+00
40.6	1.68E+02	2.03E+00	39.2	1.06E+02	4.38E+00
40.6	1.69E+02	2.02E+00	39.3	1.14E+02	4.49E+00
40.7	1.64E+02	2.01E+00	39.3	1.15E+02	4.50E+00
40.8	1.70E+02	2.01E+00	39.4	1.09E+02	4.45E+00
40.8	1.71E+02	2.01E+00	39.5	1.16E+02	4.53E+00
40.9	1.68E+02	2.00E+00	39.5	1.14E+02	4.50E+00
41	1.67E+02	2.01E+00	39.6	1.13E+02	4.52E+00
41	1.66E+02	2.01E+00	39.7	1.18E+02	4.59E+00
41.1	1.70E+02	2.00E+00	39.7	1.13E+02	4.52E+00
41.2	1.76E+02	2.03E+00	39.8	1.20E+02	4.55E+00
41.2	1.67E+02	2.03E+00	39.9	1.21E+02	4.56E+00
41.3	1.69E+02	2.01E+00	39.9	1.19E+02	4.51E+00
41.4	1.69E+02	2.02E+00	40	1.05E+02	4.40E+00
41.4	1.67E+02	2.00E+00	40.1	1.15E+02	4.49E+00
41.5	1.68E+02	2.03E+00	40.1	1.18E+02	4.54E+00
41.6	1.69E+02	2.03E+00	40.2	1.10E+02	4.44E+00
41.6	1.68E+02	2.02E+00	40.3	1.12E+02	4.44E+00
41.7	1.63E+02	2.01E+00	40.3	1.14E+02	4.48E+00
41.8	1.67E+02	2.00E+00	40.4	1.15E+02	4.46E+00
41.8	1.68E+02	2.00E+00	40.5	1.14E+02	4.51E+00
41.9	1.72E+02	2.01E+00	40.5	1.11E+02	4.47E+00
42	1.64E+02	2.02E+00	40.6	1.10E+02	4.41E+00
42	1.69E+02	2.01E+00	40.7	1.18E+02	4.53E+00
42.1	1.68E+02	2.01E+00	40.7	1.12E+02	4.46E+00
42.2	1.66E+02	2.00E+00	40.8	1.07E+02	4.35E+00
42.2	1.67E+02	1.99E+00	40.9	1.24E+02	4.58E+00
42.3	1.68E+02	2.00E+00	40.9	1.15E+02	4.56E+00
42.4	1.71E+02	1.98E+00	41	1.18E+02	5.18E+00
42	1.71E+02	2.02E+00	41.1	1.18E+02	5.57E+00
42.1	1.73E+02	2.04E+00	41.1	1.16E+02	5.87E+00
42.2	1.71E+02	2.04E+00	41.2	1.19E+02	6.28E+00
42.2	1.71E+02	2.04E+00	41.3	1.20E+02	6.60E+00
42.3	1.71E+02	2.04E+00	41.3	1.02E+02	6.93E+00
42.3	1.74E+02	2.04E+00	41.4	1.12E+02	7.69E+00
42.4	1.74E+02	2.05E+00	41.5	1.09E+02	7.86E+00
42.5	1.70E+02	2.04E+00	41.5	1.05E+02	8.57E+00
42.5	1.72E+02	2.05E+00	41.6	1.17E+02	9.50E+00
42.6	1.75E+02	2.05E+00	41.7	1.26E+02	1.10E+01
42.7	1.70E+02	2.04E+00	41.7	1.15E+02	4.52E+00
42.7	1.70E+02	2.04E+00	41.8	1.22E+02	4.64E+00
42.8	1.72E+02	2.06E+00	41.8	1.20E+02	4.59E+00
42.9	1.72E+02	2.07E+00	41.9	1.19E+02	4.60E+00
42.9	1.73E+02	2.06E+00	42	1.24E+02	4.65E+00
43	1.71E+02	2.05E+00	42	1.16E+02	4.55E+00
43.1	1.72E+02	2.05E+00	42.1	1.15E+02	4.54E+00
43.1	1.73E+02	2.04E+00	42.2	1.22E+02	4.59E+00
43.2	1.69E+02	2.04E+00	42.2	1.13E+02	4.47E+00
43.3	1.72E+02	2.06E+00	42.3	1.14E+02	4.51E+00
43.3	1.70E+02	2.06E+00	42.4	1.20E+02	4.58E+00
43.4	1.75E+02	2.07E+00	42.4	1.20E+02	4.54E+00
43.5	1.70E+02	2.05E+00	42.5	1.23E+02	4.60E+00
43.5	1.75E+02	2.05E+00	42.6	1.18E+02	4.59E+00
43.6	1.75E+02	2.06E+00	42.6	1.23E+02	4.62E+00
43.7	1.76E+02	2.07E+00	42.7	1.09E+02	4.49E+00
43.7	1.76E+02	2.06E+00	42.8	1.19E+02	4.59E+00
43.8	1.77E+02	2.05E+00	42.8	1.13E+02	4.52E+00
43.9	1.72E+02	2.05E+00	42.9	1.20E+02	4.65E+00
43.9	1.77E+02	2.07E+00	43	1.18E+02	4.56E+00
44	1.72E+02	2.08E+00	43	1.17E+02	4.60E+00
44.1	1.76E+02	2.08E+00	43.1	1.16E+02	4.53E+00
44.1	1.76E+02	2.07E+00	43.2	1.18E+02	4.58E+00
44.2	1.74E+02	2.07E+00	43.2	1.14E+02	4.55E+00
44.3	1.76E+02	2.08E+00	43.3	1.14E+02	4.54E+00
44.3	1.76E+02	2.08E+00	43.4	1.13E+02	4.52E+00
44.4	1.76E+02	2.09E+00	43.4	1.10E+02	4.47E+00
44.5	1.73E+02	2.09E+00	43.5	1.12E+02	4.61E+00
44.5	1.73E+02	2.09E+00	43.5	1.17E+02	4.56E+00
44.6	1.76E+02	2.10E+00	43.6	1.15E+02	4.57E+00
44.7	1.74E+02	2.09E+00	43.7	1.09E+02	4.51E+00
44.7	1.75E+02	2.09E+00	43.7	1.18E+02	4.58E+00
44.8	1.74E+02	2.10E+00	43.8	1.10E+02	4.53E+00
44.9	1.73E+02	2.08E+00	43.9	1.17E+02	4.63E+00
44.9	1.76E+02	2.07E+00	43.9	1.24E+02	4.64E+00
45	1.75E+02	2.07E+00	44	1.22E+02	4.60E+00
45	1.73E+02	2.08E+00	44.1	1.16E+02	4.54E+00
45.1	1.74E+02	2.08E+00	44.1	1.24E+02	4.65E+00
45.2	1.74E+02	2.08E+00	44.2	1.27E+02	4.67E+00
45.2	1.74E+02	2.06E+00	44.3	1.17E+02	4.60E+00
45.3	1.77E+02	2.07E+00	44.3	1.23E+02	4.68E+00
45.4	1.72E+02	2.06E+00	44.4	1.16E+02	4.60E+00
45.4	1.73E+02	2.05E+00	44.5	1.15E+02	4.60E+00
45.5	1.74E+02	2.05E+00	44.5	1.22E+02	4.67E+00
45.6	1.70E+02	2.05E+00	44.6	1.18E+02	4.66E+00
45.6	1.74E+02	2.05E+00	44.7	1.15E+02	4.56E+00
45.7	1.74E+02	2.06E+00	44.7	1.28E+02	4.73E+00
45.8	1.76E+02	2.06E+00	44.8	1.17E+02	4.60E+00
45.8	1.75E+02	2.05E+00	44.9	1.17E+02	4.58E+00
45.9	1.76E+02	2.06E+00	44.9	1.20E+02	4.65E+00
46	1.75E+02	2.07E+00	45	1.19E+02	4.60E+00
46	1.70E+02	2.06E+00	45.1	1.17E+02	4.57E+00
46.1	1.72E+02	2.07E+00	45.1	1.24E+02	4.66E+00
46.2	1.74E+02	2.07E+00	45.2	1.17E+02	4.56E+00
46.2	1.74E+02	2.05E+00	45.3	1.20E+02	4.65E+00
46.3	1.74E+02	2.07E+00	45.3	1.20E+02	4.61E+00
46.4	1.73E+02	2.08E+00	45.4	1.13E+02	4.56E+00
46.4	1.73E+02	2.07E+00	45.5	1.15E+02	4.49E+00
46.5	1.74E+02	2.06E+00	45.5	1.22E+02	4.62E+00
46.6	1.74E+02	2.07E+00	45.6	1.18E+02	4.60E+00
46.6	1.80E+02	2.07E+00	45.7	1.16E+02	4.56E+00
46.7	1.74E+02	2.07E+00	45.7	1.12E+02	4.58E+00
46.8	1.75E+02	2.08E+00	45.8	1.20E+02	4.61E+00
46.8	1.73E+02	2.06E+00	45.9	1.16E+02	4.94E+00
46.9	1.71E+02	2.08E+00	45.9	1.20E+02	5.11E+00
47	1.77E+02	2.08E+00	46	1.12E+02	4.97E+00
47	1.76E+02	2.06E+00	46.1	1.18E+02	5.16E+00
47.1	1.72E+02	2.07E+00	46.1	1.24E+02	4.69E+00
47.2	1.76E+02	2.09E+00	46.2	1.15E+02	4.61E+00
47.2	1.74E+02	2.07E+00	46.2	1.11E+02	4.49E+00
47.3	1.74E+02	2.06E+00	46.3	1.17E+02	4.58E+00
47.4	1.75E+02	2.24E+00	46.4	1.17E+02	4.62E+00
47.4	1.75E+02	2.28E+00	46.4	1.14E+02	4.55E+00
47.5	1.71E+02	2.27E+00	46.5	1.18E+02	4.60E+00
47.6	1.75E+02	2.25E+00	46.6	1.24E+02	4.67E+00
47.6	1.79E+02	2.08E+00	46.6	1.21E+02	4.57E+00
47.7	1.74E+02	2.06E+00	46.7	1.18E+02	4.61E+00
47.8	1.73E+02	2.08E+00	46.8	1.22E+02	4.69E+00
47.8	1.74E+02	2.07E+00	46.8	1.24E+02	4.68E+00
47.9	1.77E+02	2.08E+00	46.9	1.21E+02	4.61E+00
47.9	1.76E+02	2.07E+00	47	1.17E+02	4.60E+00
48	1.76E+02	2.08E+00	47	1.24E+02	4.70E+00
48.1	1.72E+02	2.05E+00	47.1	1.23E+02	4.58E+00
48.1	1.73E+02	2.07E+00	47.2	1.27E+02	4.63E+00
48.2	1.72E+02	2.06E+00	47.2	1.18E+02	4.63E+00
48.3	1.72E+02	2.06E+00	47.3	1.21E+02	4.65E+00
48.3	1.77E+02	2.07E+00	47.4	1.22E+02	4.62E+00
48.4	1.78E+02	2.10E+00	47.4	1.21E+02	4.63E+00
48.5	1.72E+02	2.06E+00	47.5	1.14E+02	4.52E+00
48.5	1.75E+02	2.05E+00	47.6	1.20E+02	4.64E+00
48.6	1.76E+02	2.07E+00	47.6	1.23E+02	4.72E+00
48.7	1.75E+02	2.06E+00	47.7	1.18E+02	4.57E+00
48.7	1.76E+02	2.06E+00	47.8	1.28E+02	4.75E+00
48.8	1.72E+02	2.04E+00	47.8	1.20E+02	4.59E+00
48.9	1.74E+02	2.06E+00	47.9	1.11E+02	4.56E+00
48.9	1.74E+02	2.06E+00	48	1.11E+02	4.55E+00
49	1.76E+02	2.07E+00	48	1.25E+02	4.69E+00
49.1	1.71E+02	2.05E+00	48.1	1.23E+02	4.62E+00
49.1	1.76E+02	2.06E+00	48.2	1.14E+02	4.57E+00
49.2	1.76E+02	2.07E+00	48.2	1.18E+02	4.63E+00
49.3	1.77E+02	2.07E+00	48.3	1.15E+02	4.54E+00
49.3	1.71E+02	2.06E+00	48.4	1.28E+02	4.70E+00
49.4	1.77E+02	2.06E+00	48.4	1.21E+02	4.55E+00
49.5	1.75E+02	2.07E+00	48.5	1.21E+02	4.61E+00
49.5	1.65E+02	2.04E+00	48.6	1.31E+02	4.68E+00
49.6	1.70E+02	2.05E+00	48.6	1.30E+02	4.67E+00
49.7	1.74E+02	2.05E+00	48.7	1.22E+02	4.65E+00
49.7	1.71E+02	2.04E+00	48.8	1.18E+02	4.58E+00
49.8	1.72E+02	2.06E+00	48.8	1.29E+02	4.68E+00
49.9	1.74E+02	2.04E+00	48.9	1.17E+02	4.56E+00
49.9	1.73E+02	2.05E+00	48.9	1.19E+02	4.53E+00
50	1.70E+02	2.04E+00	49	1.17E+02	4.59E+00
50.1	1.74E+02	2.07E+00	49.1	1.20E+02	4.64E+00
50.1	1.72E+02	2.05E+00	49.1	1.17E+02	4.53E+00
50.2	1.74E+02	2.06E+00	49.2	1.18E+02	4.63E+00
50.3	1.74E+02	2.06E+00	49.3	1.18E+02	4.56E+00
50.3	1.73E+02	2.06E+00	49.3	1.12E+02	4.55E+00
50.4	1.73E+02	2.05E+00	49.4	1.25E+02	4.64E+00
50.5	1.73E+02	2.05E+00	49.5	1.19E+02	4.55E+00
50.5	1.74E+02	2.05E+00	49.5	1.20E+02	4.59E+00
50.6	1.73E+02	2.04E+00	49.6	1.24E+02	4.66E+00
50.6	1.78E+02	2.06E+00	49.7	1.19E+02	4.61E+00
50.7	1.70E+02	2.04E+00	49.7	1.18E+02	4.65E+00
50.8	1.73E+02	2.04E+00	49.8	1.18E+02	4.60E+00
50.8	1.76E+02	2.06E+00	49.9	1.22E+02	4.73E+00
50.9	1.75E+02	2.07E+00	49.9	1.15E+02	4.50E+00
51	1.70E+02	2.05E+00	50	1.20E+02	4.60E+00
51	1.72E+02	2.05E+00	50.1	1.34E+02	4.79E+00
51.1	1.77E+02	2.06E+00	50.1	1.22E+02	4.60E+00
51.2	1.76E+02	2.07E+00	50.2	1.19E+02	4.63E+00
51.2	1.74E+02	2.06E+00	50.3	1.22E+02	4.64E+00
51.3	1.74E+02	2.05E+00	50.3	1.17E+02	4.60E+00
51.4	1.71E+02	2.04E+00	50.4	1.11E+02	4.55E+00
51.4	1.73E+02	2.05E+00	50.5	1.15E+02	4.59E+00
51.5	1.74E+02	2.06E+00	50.5	1.17E+02	4.57E+00
51.6	1.71E+02	2.03E+00	50.6	1.15E+02	4.47E+00
51.6	1.71E+02	2.04E+00	50.7	1.23E+02	4.68E+00
51.7	1.70E+02	2.05E+00	50.7	1.24E+02	4.69E+00
51.8	1.72E+02	2.05E+00	50.8	1.20E+02	4.60E+00
51.8	1.77E+02	2.05E+00	50.9	1.18E+02	4.56E+00
51.9	1.72E+02	2.05E+00	50.9	1.14E+02	4.54E+00
52	1.73E+02	2.05E+00	51	1.19E+02	4.64E+00
52	1.77E+02	2.06E+00	51.1	1.26E+02	4.72E+00
52.1	1.74E+02	2.04E+00	51.1	1.20E+02	4.55E+00
52.2	1.72E+02	2.04E+00	51.2	1.25E+02	4.76E+00
52.2	1.73E+02	2.06E+00	51.3	1.26E+02	4.66E+00
52.3	1.76E+02	2.05E+00	51.3	1.24E+02	4.67E+00
52.4	1.73E+02	2.06E+00	51.4	1.17E+02	4.60E+00
52.4	1.72E+02	2.04E+00	51.5	1.23E+02	4.71E+00
52.5	1.69E+02	2.05E+00	51.5	1.27E+02	4.70E+00
52.6	1.74E+02	2.05E+00	51.6	1.20E+02	4.61E+00
52.6	1.70E+02	2.05E+00	51.6	1.16E+02	4.53E+00
52.7	1.73E+02	2.05E+00	51.7	1.23E+02	4.66E+00
52.8	1.73E+02	2.06E+00	51.8	1.17E+02	4.54E+00
52.8	1.71E+02	2.05E+00	51.8	1.22E+02	4.66E+00
52.9	1.72E+02	2.07E+00	51.9	1.23E+02	4.63E+00
53	1.73E+02	2.05E+00	52	1.21E+02	4.61E+00
53	1.71E+02	2.06E+00	52	1.25E+02	4.68E+00
53.1	1.73E+02	2.06E+00	52.1	1.16E+02	4.55E+00
53.2	1.72E+02	2.05E+00	52.2	1.18E+02	4.59E+00
53.2	1.75E+02	2.06E+00	52.2	1.18E+02	4.58E+00
53.3	1.70E+02	2.06E+00	52.3	1.16E+02	4.54E+00
53.3	1.73E+02	2.06E+00	52.4	1.21E+02	4.64E+00
53.4	1.75E+02	2.07E+00	52.4	1.17E+02	4.57E+00
53.5	1.69E+02	2.07E+00	52.5	1.28E+02	4.66E+00
53.5	1.75E+02	2.08E+00	52.6	1.27E+02	4.66E+00
53.6	1.78E+02	2.09E+00	52.6	1.19E+02	4.56E+00
53.7	1.76E+02	2.11E+00	52.7	1.16E+02	4.62E+00
53.7	1.75E+02	2.09E+00	52.8	1.23E+02	4.69E+00
53.8	1.73E+02	2.11E+00	52.8	1.21E+02	4.67E+00
53.9	1.73E+02	2.10E+00	52.9	1.20E+02	4.62E+00
53.9	1.73E+02	2.09E+00	53	1.24E+02	4.71E+00
